"REF_DATE","GEO","DGUID","Products and product groups","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1999","Canada","2016A000011124","Household appliances","2002=100","17","units","0","v41693396","2.127","100.9","","","","1"
"2000","Canada","2016A000011124","Household appliances","2002=100","17","units","0","v41693396","2.127","100.7","","","","1"
"2001","Canada","2016A000011124","Household appliances","2002=100","17","units","0","v41693396","2.127","99.9","","","","1"
"2002","Canada","2016A000011124","Household appliances","2002=100","17","units","0","v41693396","2.127","100.0","","","","1"
"2003","Canada","2016A000011124","Household appliances","2002=100","17","units","0","v41693396","2.127","99.1","","","","1"
"2004","Canada","2016A000011124","Household appliances","2002=100","17","units","0","v41693396","2.127","97.2","","","","1"
"2005","Canada","2016A000011124","Household appliances","2002=100","17","units","0","v41693396","2.127","94.6","","","","1"
"2006","Canada","2016A000011124","Household appliances","2002=100","17","units","0","v41693396","2.127","92.2","","","","1"
"2007","Canada","2016A000011124","Household appliances","2002=100","17","units","0","v41693396","2.127","90.2","","","","1"
"2008","Canada","2016A000011124","Household appliances","2002=100","17","units","0","v41693396","2.127","87.4","","","","1"
"2009","Canada","2016A000011124","Household appliances","2002=100","17","units","0","v41693396","2.127","87.4","","","","1"
"2010","Canada","2016A000011124","Household appliances","2002=100","17","units","0","v41693396","2.127","85.7","","","","1"
"2011","Canada","2016A000011124","Household appliances","2002=100","17","units","0","v41693396","2.127","84.7","","","","1"
"2012","Canada","2016A000011124","Household appliances","2002=100","17","units","0","v41693396","2.127","85.8","","","","1"
"2013","Canada","2016A000011124","Household appliances","2002=100","17","units","0","v41693396","2.127","83.4","","","","1"
"2014","Canada","2016A000011124","Household appliances","2002=100","17","units","0","v41693396","2.127","82.8","","","","1"
"2015","Canada","2016A000011124","Household appliances","2002=100","17","units","0","v41693396","2.127","86.1","","","","1"
"2016","Canada","2016A000011124","Household appliances","2002=100","17","units","0","v41693396","2.127","88.8","","","","1"
"2017","Canada","2016A000011124","Household appliances","2002=100","17","units","0","v41693396","2.127","87.6","","","","1"
"2018","Canada","2016A000011124","Household appliances","2002=100","17","units","0","v41693396","2.127","87.1","","","","1"
"2019","Canada","2016A000011124","Household appliances","2002=100","17","units","0","v41693396","2.127","86.5","","","","1"
"1983","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","67.8","","","","1"
"1984","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","69.6","","","","1"
"1985","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","71.9","","","","1"
"1986","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","73.9","","","","1"
"1987","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","76.8","","","","1"
"1988","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","81.0","","","","1"
"1989","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","84.3","","","","1"
"1990","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","86.6","","","","1"
"1991","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","95.2","","","","1"
"1992","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","96.2","","","","1"
"1993","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","97.1","","","","1"
"1994","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","97.8","","","","1"
"1995","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","97.7","","","","1"
"1996","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","97.4","","","","1"
"1997","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","99.1","","","","1"
"1998","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","100.1","","","","1"
"1999","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","101.4","","","","1"
"2000","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","101.1","","","","1"
"2001","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","101.3","","","","1"
"2002","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","100.0","","","","1"
"2003","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","97.2","","","","1"
"2004","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","96.7","","","","1"
"2005","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","95.4","","","","1"
"2006","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","92.9","","","","1"
"2007","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","92.2","","","","1"
"2008","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","89.2","","","","1"
"2009","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","87.6","","","","1"
"2010","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","84.1","","","","1"
"2011","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","83.6","","","","1"
"2012","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","82.8","","","","1"
"2013","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","82.2","","","","1"
"2014","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","83.1","","","","1"
"2015","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","84.5","","","","1"
"2016","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","84.1","","","","1"
"2017","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","82.9","","","","1"
"2018","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","83.9","","","","1"
"2019","Canada","2016A000011124","Clothing","2002=100","17","units","0","v41693407","2.140","85.1","","","","1"
"1970","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","25.9","","","","1"
"1971","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","26.8","","","","1"
"1972","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","27.4","","","","1"
"1973","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","27.5","","","","1"
"1974","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","29.4","","","","1"
"1975","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","31.3","","","","1"
"1976","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","33.1","","","","1"
"1977","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","35.3","","","","1"
"1978","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","38.4","","","","1"
"1979","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","43.1","","","","1"
"1980","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","48.1","","","","1"
"1981","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","53.6","","","","1"
"1982","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","56.1","","","","1"
"1983","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","58.4","","","","1"
"1984","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","60.8","","","","1"
"1985","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","63.6","","","","1"
"1986","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","68.8","","","","1"
"1987","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","70.2","","","","1"
"1988","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","73.2","","","","1"
"1989","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","77.3","","","","1"
"1990","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","77.6","","","","1"
"1991","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","76.1","","","","1"
"1992","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","79.2","","","","1"
"1993","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","82.6","","","","1"
"1994","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","88.1","","","","1"
"1995","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","93.2","","","","1"
"1996","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","97.0","","","","1"
"1997","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","99.1","","","","1"
"1998","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","99.9","","","","1"
"1999","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","101.3","","","","1"
"2000","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","100.5","","","","1"
"2001","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","100.4","","","","1"
"2002","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","100.0","","","","1"
"2003","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","99.2","","","","1"
"2004","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","98.7","","","","1"
"2005","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","100.0","","","","1"
"2006","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","101.6","","","","1"
"2007","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","100.1","","","","1"
"2008","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","93.2","","","","1"
"2009","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","87.7","","","","1"
"2010","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","90.8","","","","1"
"2011","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","91.0","","","","1"
"2012","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","92.3","","","","1"
"2013","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","93.1","","","","1"
"2014","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","94.3","","","","1"
"2015","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","95.8","","","","1"
"2016","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","100.0","","","","1"
"2017","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","101.8","","","","1"
"2018","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","103.3","","","","1"
"2019","Canada","2016A000011124","Purchase of passenger vehicles","2002=100","17","units","0","v41693430","2.180","105.9","","","","1"
"1970","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","15.1","","","","1"
"1971","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","15.6","","","","1"
"1972","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","15.7","","","","1"
"1973","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","16.8","","","","1"
"1974","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","19.6","","","","1"
"1975","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","22.2","","","","1"
"1976","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","24.9","","","","1"
"1977","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","27.0","","","","1"
"1978","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","28.6","","","","1"
"1979","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","31.4","","","","1"
"1980","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","37.4","","","","1"
"1981","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","50.9","","","","1"
"1982","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","61.8","","","","1"
"1983","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","65.6","","","","1"
"1984","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","69.4","","","","1"
"1985","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","73.5","","","","1"
"1986","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","65.4","","","","1"
"1987","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","68.5","","","","1"
"1988","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","67.9","","","","1"
"1989","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","72.1","","","","1"
"1990","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","82.7","","","","1"
"1991","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","81.5","","","","1"
"1992","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","78.6","","","","1"
"1993","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","77.4","","","","1"
"1994","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","76.5","","","","1"
"1995","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","80.1","","","","1"
"1996","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","83.6","","","","1"
"1997","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","85.2","","","","1"
"1998","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","77.9","","","","1"
"1999","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","84.9","","","","1"
"2000","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","103.5","","","","1"
"2001","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","100.8","","","","1"
"2002","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","100.0","","","","1"
"2003","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","106.4","","","","1"
"2004","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","117.6","","","","1"
"2005","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","132.6","","","","1"
"2006","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","139.8","","","","1"
"2007","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","146.1","","","","1"
"2008","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","164.7","","","","1"
"2009","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","135.8","","","","1"
"2010","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","148.2","","","","1"
"2011","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","177.8","","","","1"
"2012","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","182.3","","","","1"
"2013","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","183.4","","","","1"
"2014","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","183.8","","","","1"
"2015","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","153.4","","","","1"
"2016","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","144.2","","","","1"
"2017","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","161.2","","","","1"
"2018","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","181.5","","","","1"
"2019","Canada","2016A000011124","Gasoline","2002=100","17","units","0","v41693434","2.184","170.5","","","","1"
"1970","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","15.7","","","","1"
"1971","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","15.9","","","","1"
"1972","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","16.2","","","","1"
"1973","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","16.0","","","","1"
"1974","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","16.7","","","","1"
"1975","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","18.7","","","","1"
"1976","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","21.9","","","","1"
"1977","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","23.2","","","","1"
"1978","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","24.4","","","","1"
"1979","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","27.6","","","","1"
"1980","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","29.7","","","","1"
"1981","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","32.8","","","","1"
"1982","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","37.5","","","","1"
"1983","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","39.9","","","","1"
"1984","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","42.6","","","","1"
"1985","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","45.2","","","","1"
"1986","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","48.9","","","","1"
"1987","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","51.2","","","","1"
"1988","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","54.1","","","","1"
"1989","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","57.1","","","","1"
"1990","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","60.8","","","","1"
"1991","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","66.4","","","","1"
"1992","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","73.1","","","","1"
"1993","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","75.7","","","","1"
"1994","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","76.7","","","","1"
"1995","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","78.8","","","","1"
"1996","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","84.6","","","","1"
"1997","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","87.3","","","","1"
"1998","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","88.8","","","","1"
"1999","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","90.9","","","","1"
"2000","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","93.9","","","","1"
"2001","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","97.4","","","","1"
"2002","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","100.0","","","","1"
"2003","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","103.9","","","","1"
"2004","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","107.5","","","","1"
"2005","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","111.4","","","","1"
"2006","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","116.7","","","","1"
"2007","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","119.4","","","","1"
"2008","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","124.5","","","","1"
"2009","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","128.8","","","","1"
"2010","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","135.4","","","","1"
"2011","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","138.7","","","","1"
"2012","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","142.1","","","","1"
"2013","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","145.2","","","","1"
"2014","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","148.9","","","","1"
"2015","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","151.8","","","","1"
"2016","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","154.1","","","","1"
"2017","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","156.5","","","","1"
"2018","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","158.1","","","","1"
"2019","Canada","2016A000011124","Local and commuter transportation","2002=100","17","units","0","v41693445","2.195","160.6","","","","1"
"1970","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","7.6","","","","1"
"1971","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","8.4","","","","1"
"1972","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","8.7","","","","1"
"1973","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","8.8","","","","1"
"1974","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","10.1","","","","1"
"1975","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","11.6","","","","1"
"1976","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","12.9","","","","1"
"1977","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","13.9","","","","1"
"1978","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","14.5","","","","1"
"1979","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","15.2","","","","1"
"1980","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","19.1","","","","1"
"1981","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","22.7","","","","1"
"1982","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","28.1","","","","1"
"1983","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","30.0","","","","1"
"1984","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","32.3","","","","1"
"1985","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","35.8","","","","1"
"1986","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","42.4","","","","1"
"1987","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","43.8","","","","1"
"1988","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","36.7","","","","1"
"1989","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","40.7","","","","1"
"1990","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","46.5","","","","1"
"1991","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","53.0","","","","1"
"1992","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","51.3","","","","1"
"1993","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","54.5","","","","1"
"1994","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","59.3","","","","1"
"1995","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","61.2","","","","1"
"1996","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","66.4","","","","1"
"1997","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","75.3","","","","1"
"1998","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","80.9","","","","1"
"1999","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","89.1","","","","1"
"2000","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","92.1","","","","1"
"2001","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","92.6","","","","1"
"2002","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","100.0","","","","1"
"2003","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","102.0","","","","1"
"2004","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","102.8","","","","1"
"2005","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","105.7","","","","1"
"2006","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","110.4","","","","1"
"2007","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","110.1","","","","1"
"2008","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","118.0","","","","1"
"2009","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","117.2","","","","1"
"2010","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","110.2","","","","1"
"2011","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","119.2","","","","1"
"2012","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","121.9","","","","1"
"2013","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","124.4","","","","1"
"2014","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","125.1","","","","1"
"2015","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","125.9","","","","1"
"2016","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","130.9","","","","1"
"2017","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","139.8","","","","1"
"2018","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","161.2","","","","1"
"2019","Canada","2016A000011124","Air transportation","2002=100","17","units","0","v41693449","2.199","170.4","","","","1"
"1970","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","19.2","","","","1"
"1971","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","19.7","","","","1"
"1972","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","20.4","","","","1"
"1973","Canada","2016A000011124","Health care","2002=100","17","units","0","v41693452","2.202","21.3","","","","1"
